restaurant_name,category,pricing_for_2,locality,dining_rating,dining_review_count,delivery_rating,delivery_rating_count,website,address,phone_no,latitude,longitude,known_for2,known_for22
Raro,Bakery,800,"defence colony main market, defence colony, new delhi",4.0,443,4.3,160,https://www.zomato.com/ncr/raro-defence-colony-new-delhi,"19, Defence Colony Market, Defence Colony, New Delhi",9.11146E+11,28.5732879,77.23023824,"dhaba dal, dahi ke sholey, afghani chaap, honey chilli potatoes, malai chaap, tandoori chicken","great recommendations, authentic food, great ambiance, prompt service, best food, delivery time"
The Grill Darbar,"North Indian, Mughlai, Chinese, South Indian, Continental, Beverages",500,"sector 86, faridabad",4.0,439,3.5,9283,https://www.zomato.com/ncr/the-grill-darbar-sector-86-faridabad,"SCO - 26, Amsterdam Street, Sector 79, Near Sector 86, Faridabad",9.11167E+11,28.38675866,77.35270221,"spicy chicken momo, chocolate bao, mango mojito, cheese spring roll, veg hakka noodles, kung pao chicken","highly recommended, good food good quality, not very crowded, live kitchen, economical, drive through"
Hong's Kitchen,"Chinese, Asian, Desserts, Beverages",500,"eros city square mall, sector 49, gurgaon, gurgaon",4.0,375,3.8,4058,https://www.zomato.com/ncr/hongs-kitchen-sector-49,"Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",18605001234,28.41276316,77.05535084,"oreo crush, kiwi crush, tofu burger, kit kat shake, hot coffee, ice tea","office crowd, economical, cozy ambiance, inexpensive, great ambiance, good crowd"
Hungry Hackers,"Burger, Sandwich, Fast Food, Beverages",300,"jaipuria sunrise plaza, indirapuram, ghaziabad",4.0,366,4.1,1502,https://www.zomato.com/ncr/hungry-hackers-indirapuram-ghaziabad,"Sd-122, Jaipuria Sunrise Plaza, Indirapuram, Ghaziabad",9.11204E+11,28.64027967,77.37778354,"chicken spring roll, afghani chicken, veg momos, pav bhaji, momo, rolls","elegantly decorated, low price, good crowd, polite staff, prompt service, best places"
Mom's Kitchen,"North Indian, Chinese, Momos, Rolls, Fast Food, Bengali",450,"chittaranjan park, new delhi",4.0,264,3.9,6099,https://www.zomato.com/ncr/moms-kitchen-chittaranjan-park-new-delhi,"Shop 32, Market 4, Chittaranjan Park, New Delhi",9.19958E+11,28.53706507,77.24843167,"chinese, great recommendations, preparation, portion, great taste, best place",not specified
The Dim Sum House,"Chinese, Thai, Continental, Momos, Fast Food",650,"rodeo drive, sector 49, gurgaon, gurgaon",4.0,138,4.2,1670,https://www.zomato.com/ncr/the-dim-sum-house-sector-49,"DG 11, Rodeo Drive, Sector 49, Delhi NCR, Delhi NCR",9.1771E+11,28.41972616,77.05183312,not specified,not specified
Frontier - The Ashok,"North Indian, Mughlai",3600,"the ashok, chanakyapuri, new delhi",4.0,131,0.0,0,https://www.zomato.com/ncr/frontier-the-ashok-chanakyapuri-new-delhi,"50-B, The Ashok, Diplomatic Enclave, Chanakyapuri, New Delhi",9.11126E+11,28.59565601,77.19672538,"chilli paneer dry, panneer butter masala, kadhai paneer, shahi paneer, dal makhani, paneer tikka","peaceful environment, polite, good quality food, decent place, food taste, courteous staff"
Baraamda,"Chinese, North Indian, Mughlai, Desserts, Beverages",800,"sector 72, noida",4.0,228,3.8,1451,https://www.zomato.com/ncr/baraamda-sector-72-noida,"PK-A9, Sector 122, Near Sector 72, Noida",9.1999E+11,28.59071063,77.4036045,"relaxed atmosphere, comfortable seating area, main course, ambiance, prices, delicious food",not specified
The Grills Food Junction,"North Indian, Chinese, Mughlai, Biryani, Beverages",1000,"old railway road, gurgaon",4.0,91,4.3,142,https://www.zomato.com/ncr/the-grills-food-junction-old-railway-road,"Sco 6, Opposite Sidheshwar Chowk, Sohna Chowk, Old Railway Road, Gurgaon",9.19811E+11,28.45742126,77.02781394,"reshmi murgh, firni, mutton biriyani, chicken handi, chicken biriyani, egg biryani","comfortable seating area, relaxed atmosphere, family place, packed on weekends, great value, good quality food"
Aminia,"North Indian, Mughlai, Rolls, Biryani",800,"chittaranjan park, new delhi",4.0,358,4.1,2541,https://www.zomato.com/ncr/aminia-chittaranjan-park-new-delhi,"Shop 21, Market 3, Block A, Chittaranjan Park Road, Near Chittaranjan Park, New Delhi",9.1114E+11,28.54081188,77.24333715,"stuffed malai chaap, panner butter masala, gulab jamun, dal makhni, paneer tikka","good quantity, proper packaging, flavour, great portions, good food, service"
Shudh Vaishno Hotel,North Indian,450,"karampura, new delhi",4.0,227,4.1,5550,https://www.zomato.com/ncr/shudh-vaishno-hotel-karampura-new-delhi,"T 32-34, Super Market, New Moti Nagar, Near Milan Cinema, Karampura, New Delhi",9.11145E+11,28.66215193,77.14615971,"matka murgh, matki chicken, chicken soup, chicken biryani, butter chicken","sitting area, polite staff, portions, main course, great place, quantity"
Bawa's The Journey Of Spice,"North Indian, Mughlai, Chinese, Kebab, Rolls",800,"kirti nagar, new delhi",4.0,288,4.1,111,https://www.zomato.com/ncr/bawas-the-journey-of-spice-kirti-nagar-new-delhi,"42, DLF Industrial Area, Kirti Nagar, New Delhi",9.11125E+11,28.655247,77.14286562,"tornado potato, banana nutella, crepes, brownie waffle, chocolate waffle, pancake","totally worth it, pocket friendly, seating area, presentation, nice place, good place"
Waffles & Crepes,"Desserts, Beverages",250,"sector 37, noida",4.0,429,4.1,2754,https://www.zomato.com/ncr/waffles-crepes-sector-37-noida,"Shop 27, Godavri Market, Sector 37, Noida",9.11205E+11,28.5654216,77.34024905,"gravy momo, chilli mushroom, veg roll, chilli garlic noodles, chicken fried rice, egg roll","fresh foods, good food good quality, drive through, good crowd, great recommendations, best quality"
Golden China Hut,"Chinese, Burger, Momos, Rolls",400,"safdarjung, new delhi",4.0,368,4.0,6575,https://www.zomato.com/ncr/golden-china-hut-safdarjung-new-delhi,"C 65, Arjun Nagar, Block B7, Near Chota Gurudwara, Safdarjung, New Delhi",9.19654E+11,28.5605387,77.19907533,"prompt service, tasty food, music, good place, worth the money, good food",not specified
Dosa Plaza,"South Indian, Chinese, North Indian, Beverages",450,"shahdara, new delhi",4.0,230,4.0,4041,https://www.zomato.com/ncr/dosa-plaza-shahdara-new-delhi,"B-165, 1st Floor, Main Market Bhajanpura, Shahdara, New Delhi",9.196E+11,28.70143044,77.26038996,"teekha paneer, chicken salami sandwich, open sandwich, sandwiches, pizzas","great value, best food under best budget, portions, seating, spill proof packaging, value for money"
Caffé La Poya,"Fast Food, Sandwich, Italian",400,"sector 30, noida",4.0,247,4.3,2364,https://www.zomato.com/ncr/caffé-la-poya-sector-30-noida,"10, Kirtimaan Plaza, Near Mother Diary, Sector 30, Noida",9.11204E+11,28.57226619,77.34106645,"mud cake, carrot cake, coffees, pancakes, cappuccino, hot chocolate","free wifi, seating, decor, ambiance, music, best place"
Coffee House,"Cafe, Fast Food",400,"majnu ka tila, new delhi",4.0,175,0.0,0,https://www.zomato.com/ncr/coffee-house-majnu-ka-tila-new-delhi,"39, Basement, Majnu ka Tila, New Delhi",9.19717E+11,28.70372102,77.22844519,"good for families, breakfast, nice place, quality, experience, taste",not specified
Grover Mithaivala,"Mithai, Street Food, North Indian, Desserts",300,"jail road, new delhi",4.0,257,4.1,202,https://www.zomato.com/ncr/grover-mithaivala-jail-road-new-delhi,"B A-152/A, Near Red Light, Gurunanak Pura, Jail Road, New Delhi",9.11146E+11,28.63191694,77.09826082,"veg combo platter, chicken shawarama, barbeque chicken, soya chaap roll, paneer tikka pizza, shawarma","pocket friendly, low price, great packaging, polite staff, tamper proof packaging, prompt service"
The Munchin Co.,"Italian, North Indian, Chinese, Mughlai, Fast Food, Rolls",500,"vyapar kendra, sushant lok, gurgaon",4.0,181,4.0,3481,https://www.zomato.com/ncr/the-munchin-co-sushant-lok,"Shop 62, Upper Ground Floor, Vyapar Kender, Sushant Lok, Gurgaon",9.19971E+11,28.46004404,77.08389424,"owner, great place, quantity, prices, delicious food, ambience",not specified
Peshawari Chicken Corner,North Indian,500,"karol bagh, new delhi",4.0,298,4.0,3442,https://www.zomato.com/ncr/peshawari-chicken-corner-karol-bagh-new-delhi,"33-34 B, Prehlad Market, Ramjas Road, Karol Bagh, New Delhi",9.11129E+11,28.65442527,77.19025154,"shehnai chicken, mughlai food, malai kofta, tandoori chicken, tikka, dal makhani","relaxed atmosphere, decent place, best food, quick service, owner, courteous staff"
Mughal Darbar,"North Indian, Mughlai",650,"punjabi bagh, new delhi",4.0,329,4.1,2220,https://www.zomato.com/ncr/mughal-darbar-punjabi-bagh-new-delhi,"21, NWA, Club Road, Punjabi Bagh Extension, Punjabi Bagh, New Delhi",9.11125E+11,28.66660414,77.12191891,"naga pork thali, pork rib, chicken dry fry, pork fry, pork chilli, chicken thali","art, reasonable rates, theme, interior, owner, perfect place"
Bamboo Hut,Naga,600,"mukherjee nagar, new delhi",4.0,290,4.1,2716,https://www.zomato.com/ncr/bamboo-hut-mukherjee-nagar-new-delhi,"House 5, Gate 1, Indra Vihar, Mukherjee Nagar, New Delhi",9.19871E+11,28.70533489,77.21210416,"variety of pizza, beautiful ambience, view, beautiful place, outdoor seating, weekend brunch",not specified
VU The Penthouse Bar,"Modern Indian, European, Asian, Italian, Beverages",1200,"nehru place, new delhi",4.0,111,0.0,0,https://www.zomato.com/ncr/vu-the-penthouse-bar-nehru-place-new-delhi,"16th Floor, Eros Corporate Tower, Nehru Place, New Delhi",9.18595E+11,28.55053954,77.25216061,"ambiance, food quality, spicy, main course, great place, great food",not specified
Uncle's,"North Indian, Mughlai, Chinese",600,"sector 11, noida",4.0,302,3.9,2879,https://www.zomato.com/ncr/uncles-sector-11-noida,"S-17 &18, L Block Market, Sector 11, Noida",9.11203E+11,28.59769751,77.33568963,"veg white sauce pasta, mushroom sandwich, wraps, sandwiches, burgers, pasta","casual seating area, great recommendations, healthy food, reasonable prices, cafe, best place"
Fit Food 27,"Healthy Food, Fast Food, Beverages",350,"sector 27, noida",4.0,175,4.1,1695,https://www.zomato.com/ncr/fit-food-27-1-sector-27-noida,"Shop 29, D Block Market, Sector 27, Noida",9.19999E+11,28.57437409,77.32842922,"continental, italian, fast food, north indian, beverages, coffee",not specified
Rule The Rolls,"Rolls, North Indian, Kebab, Beverages",350,"sector 15, gurgaon",4.0,128,4.1,649,https://www.zomato.com/ncr/rule-the-rolls-sector-15,"32nd Avenue, NH-8, Part 2, Sector 15, Gurgaon",9.11245E+11,28.461479,77.049576,"macaroons, cup cakes, cupcakes, hot chocolate, coffees, tiramisu","luxury, best quality, breakfast, yummy food, friendly staff, perfect place"
Choko La,"Bakery, Desserts",400,"khan market, new delhi",4.0,435,4.5,158,https://www.zomato.com/ncr/choko-la-1-khan-market-new-delhi,"67-A, Khan Market, New Delhi",9.11142E+11,28.60006248,77.22655691,"deluxe veggie pizza, capsicum pizza, stuffed garlic bread, paneer pizza, mixed sauce pasta, pizzas","elegantly decorated, cute little place, good crowd, prompt service, great recommendations, reasonable prices"
Pizza81,"Pizza, Fast Food",500,"preet vihar, new delhi",4.0,443,3.9,7264,https://www.zomato.com/ncr/pizza81-1-preet-vihar-new-delhi,"Shop 9, DDA Market, Swasthya Vihar, Preet Vihar, New Delhi",9.17292E+11,28.64043651,77.28996299,"hazelnut brownie, vegetable dimsums, meal box, quick meal, hakka noodles","healthy food, concept, polite staff, customer service, quick service, friendly staff"
Wok To Walk,"Chinese, Asian, Beverages",500,"defence colony main market, defence colony, new delhi",4.0,595,3.9,2171,https://www.zomato.com/ncr/wok-to-walk-defence-colony-new-delhi,"Shop 30, Main Market, Defence Colony, New Delhi",9.19774E+11,28.57397101,77.23028921,"veg galauti, mutton galouti kabab, dahi kabab, paneer lababdar, paneer tikka, dal makhni","great buffet spread, extensive bar menu, fusion dishes, themed decor, comfortable seating area, family place"
Kasbah Forum,"North Indian, Mughlai",2400,"greater kailash 2 (gk2), new delhi",4.0,102,3.9,20,https://www.zomato.com/ncr/kasbah-forum-greater-kailash-gk-2-new-delhi,"M 74, Ground Floor, M Block, Greater Kailash 2 (GK 2), New Delhi",9.11142E+11,28.53289514,77.24319097,"spicy vada pav, vada pao, pao bhaji, pulao, dosa, salad","nice crowd, great recommendations, reasonable prices, prompt service, preparation, nice place"
Jhakkas Pav Bhaji Mumbai Wala,"Street Food, South Indian",300,"rohini, new delhi",4.0,450,3.7,5073,https://www.zomato.com/ncr/jhakkas-pav-bhaji-mumbai-wala-rohini-new-delhi,"Property 180, Pocket 15, Block E, Sector 8, Near Shiv Chowk, Rohini, New Delhi",9.19251E+11,28.7052946,77.12198898,"chicken shawarama, malai chaap roll, panneer butter masala, shawarma, afghani chicken, kabab","cute little place, low price, great recommendations, contactless delivery, perfect presentation, timely service"
The Delhi Munchery,"North Indian, Mughlai, Lebanese, Fast Food",500,"mayur vihar phase 1, new delhi",4.0,286,3.9,5053,https://www.zomato.com/ncr/the-delhi-munchery-mayur-vihar-new-delhi,"G-4 - G-5, Sikka Plaza, Gate 1, Opposite Anand Lok Society, Mayur Vihar Phase 1, New Delhi",9.19999E+11,28.60690157,77.29043406,"low price, polite staff, seating, food quality, value for money",not specified
Madras Cafe,"South Indian, Chinese",300,"rohini, new delhi",4.0,377,3.8,11100,https://www.zomato.com/ncr/madras-cafe-1-rohini-new-delhi,"D 12/231, Near Garg Sweets, Sector 7, Rohini, New Delhi",9.1991E+11,28.71101531,77.12022007,"chocolate hazelnut cake, mango pastry, vanilla cake, fresh fruit cake, chocolate truffle, red velvet","reasonable rates, hygiene, tamper proof packaging, cute packaging, tasty, wonderful presentation"
Box Of Cake,"Bakery, Fast Food, Desserts, Beverages",450,"sector 35, faridabad",4.0,239,4.2,2328,https://www.zomato.com/ncr/box-of-cake-sector-35-faridabad,"Shop 6, SCF 8, Ashoka Enclave Main Market, Sector 35, Faridabad",9.19954E+11,28.47143759,77.31093016,"veg crisp burger, lemon soda, loaded fries, wraps, burger, shakes","plenty of vegetarian options, lip smacking food, cozy ambiance, not very crowded, elegantly decorated, low price"
Burger Ji,"Burger, Fast Food, Beverages",300,"sector 49, gurgaon",4.0,297,3.4,4819,https://www.zomato.com/ncr/burger-ji-sector-49,"Shop 2, Opposite Community Centre, Sector 66, Near Sector 49, Gurgaon",9.19625E+11,28.39865303,77.04577637,"chocolate souffle, tiramisu jar, dry cake, banoffee pie, cheese cake, pastries","nice packaging, good wifi, best quality, customizable food, chef, elaborate menu"
Fuchsia Bakery & Patisserie,"Bakery, Desserts",300,"baani square, sector 50, gurgaon",4.0,235,4.0,203,https://www.zomato.com/ncr/fuchsia-bakery-patisserie-sector-50,"F-55, 1st Floor, Baani Square, Sector 50, Gurgaon",9.19871E+11,28.42538928,77.0570242,"spanner wings, meat orgy, vodka chicken, sausage, peri fries, sangria","happy hour, hookah, seating arrangements, decent ambience, great music, nice music"
Garage Inc.,"Continental, American, Italian, Salad",2400,"hauz khas village, new delhi",4.0,1121,3.9,341,https://www.zomato.com/ncr/garage-inc-hauz-khas-village-new-delhi,"30, 2nd Floor, Powerhouse Buliding, Hauz Khas Village, New Delhi",9.19911E+11,28.55393984,77.19480325,"rooftop ambience, cozy, cafe, courteous staff, decor, portion size",not specified
DeliBombay Cafe & Delicatessen,"Cafe, Fast Food, Desserts, Beverages, Italian",1000,"community centre, new friends colony, new delhi",4.0,221,4.2,130,https://www.zomato.com/ncr/delibombay-cafe-delicatessen-new-friends-colony-new-delhi,"1, Community Centre, New Friends Colony, New Delhi",9.1777E+11,28.56148485,77.26780493,"afghan chicken, chilli mushroom, chilly paneer, mocktails, hakka noodles, dessert","all staff good, good service and good food, relaxed atmosphere, comfortable seating area, live music, amazing ambience"
Crops & Curries,"North Indian, Chinese, Mediterranean, Italian",1000,"raj nagar, ghaziabad",4.0,304,3.5,299,https://www.zomato.com/ncr/crops-curries-raj-nagar-ghaziabad,"3rd Floor, VVIP Style Mall, Raj Nagar, Ghaziabad",9.18448E+11,28.69709881,77.42917635,"stuffed garlic bread, paneer pizza, pizzas, white sauce pasta","economical, lip smacking food, great recommendations, combos, low price, fast delivery"
Your's Pizza,"Pizza, Fast Food, Pasta",500,"raj nagar, ghaziabad",4.0,758,4.0,9427,https://www.zomato.com/ncr/yours-pizza-raj-nagar-ghaziabad,"RK/C6, Pintu Tyagi Marg, Raj Nagar, Ghaziabad",9.19599E+11,28.67494146,77.44412664,"chur chur naan thali, karahi paneer, matar mushroom, panneer butter masala, tawa roti, sahi paneer","plenty of vegetarian options, drive through, office crowd, pocket friendly, cozy ambiance, economical"
Apni Rasoi,"North Indian, Chinese, Momos, Desserts, Beverages",500,"mukherjee nagar, new delhi",4.0,664,3.8,1700,https://www.zomato.com/ncr/apni-rasoi-mukherjee-nagar-new-delhi,"867, Commercial Complex, Mukherjee Nagar, New Delhi",9.18528E+11,28.7123197,77.21538487,"poha, samosa, tandoori momos, sandwiches, shakes, burgers","good value, friendly place, awesome place, awesome food, quality food, decor"
Fu.D,"Continental, Beverages, Sandwich, North Indian, Fast Food",350,"sushant lok, gurgaon",4.0,319,4.2,8447,https://www.zomato.com/ncr/fud-1-sushant-lok,"9 C, Ground Floor, Vipul Square, Phase 1, Sushant Lok, Gurgaon",9.19561E+11,28.46471703,77.07975693,"veggie crunch, paneer dhokla, dry cake, pastries, sweets, cakes","environment, reasonable price, student crowd, young crowd, great place, quality food"
Manohar Cakes & Bikaneri,"Mithai, Bakery, Fast Food, Chinese",300,"vijay nagar, new delhi",4.0,383,4.2,3847,https://www.zomato.com/ncr/manohar-cakes-bikaneri-vijay-nagar-new-delhi,"C 28 & 29, Double Storey, Vijay Nagar, New Delhi",9.19213E+11,28.69141411,77.20129486,"good wifi, student crowd, elaborate menu, young crowd, customizable food, fresh food",not specified
Aggarwal Sweet India,"Mithai, Street Food",200,"mukherjee nagar, new delhi",4.0,293,4.1,7593,https://www.zomato.com/ncr/aggarwal-sweet-india-mukherjee-nagar-new-delhi,"Shop 642, Kings North Delhi, Mukherjee Nagar, New Delhi",9.11147E+11,28.71065392,77.2144568,"baked samosa, blueberry pastry, fresh fruit cake, pastries, chocolate truffle, cakes",not specified
Sir John Bakery Cafe,"Bakery, Fast Food, Chinese, Beverages",400,"indirapuram, ghaziabad",4.0,295,4.2,2160,https://www.zomato.com/ncr/sir-john-bakery-cafe-1-indirapuram-ghaziabad,"Shop 28 & 29, Eros Market Place, Shakti Khand 2, Indirapuram, Ghaziabad",9.19599E+11,28.64720383,77.37558078,"plenty of vegetarian options, cordial staff, casual seating area, cute little place, comfort food, great recommendations",not specified
Jacket Aloo,"Fast Food, Rolls, Burger, Pizza, Sandwich, Pasta, Beverages",500,"rodeo drive, sector 49, gurgaon, gurgaon",4.0,116,4.1,350,https://www.zomato.com/ncr/jacket-aloo-sector-49,"Market Complex 1, Rodeo Drive, Sector 49, Delhi NCR, Delhi NCR",9.18449E+11,28.41999036,77.05160849,"seating, good food, prices, quantity, service, taste",not specified
Suvidha Vegetarian,North Indian,450,"daryaganj, new delhi",4.0,211,3.9,104,https://www.zomato.com/ncr/suvidha-vegetarian-daryaganj-new-delhi,"3058, Near Golcha Cinema, Netaji Subhash Marg, Daryaganj, New Delhi",9.11123E+11,28.644197,77.24006955,"chilli garlic bread, choco lava cake, pastas, pizzas, white sauce pasta, sauce","quality of food, sitting arrangement, management, spill proof packaging, owner, ambiance"
Pizza AH!,"Pizza, Fast Food, Beverages",500,"palam, new delhi",4.0,178,4.3,198,https://www.zomato.com/ncr/pizza-ah-3-palam-new-delhi,"RZ-99/J, Main Palam Road, Raj Nagar 1, Palam, New Delhi",9.17043E+11,28.58749375,77.08468214,"soups, chicken momos, noodle, momo, spring rolls, chinese food","chinese, good quantity, reasonable price, quick service, courteous staff, nice food"
The Chinese Kitchen,"Chinese, Seafood, Thai",900,"sector 15, gurgaon",4.0,272,4.0,4854,https://www.zomato.com/ncr/the-chinese-kitchen-sector-15,"Shop 56 - 57, Part 2, HUDA Market, Sector 15, Gurgaon",9.19583E+11,28.45796686,77.04428539,"great lighting, worth the price, live music, courteous staff, great service, friendly staff",not specified
Paatra - Jaypee Siddharth,North Indian,3500,"jaypee siddharth, rajendra place, new delhi",4.0,244,0.0,0,https://www.zomato.com/ncr/paatra-jaypee-siddharth-rajendra-place-new-delhi,"Jaypee Siddharth, 3, Rajendra Place, New Delhi",9.11144E+11,28.64272313,77.17537165,"molten lava cake, dessert, drinks, snacks, dal makhani, sauce","magnificent view, roof top, rooftop ambience, live music, courteous staff, awesome place"
Hyjack,"Asian, Continental, North Indian",1800,"safdarjung, new delhi",4.0,435,0.0,4,https://www.zomato.com/ncr/hyjack-safdarjung-new-delhi,"B6/6, 2nd Floor, DDA Market, Safdarjung Enclave, Opposite Deer Park, Safdarjung, New Delhi",9.17903E+11,28.55901212,77.19609004,"masala momo, drums of heaven, tawa chicken, tandoori momos, soups, butter naan","good for large groups, ample seating area, family restaurant, chinese, decent place, interior"
Singh Ching,"North Indian, Mughlai, Asian",1000,"delhi university-gtb nagar, new delhi",4.0,697,4.0,6026,https://www.zomato.com/ncr/singh-ching-delhi-university-gtb-nagar-new-delhi,"2512, Hudson Lane, Near GTB Nagar Metro Station, Delhi University-GTB Nagar, New Delhi",9.19971E+11,28.69611447,77.20407061,"boondi raita, noodle, mutton rogan josh, malai chaap, paneer lababdar, chicken momos","gastronomical experience, packed on weekends, best food, good quantity, reasonable price, awesome food"
Heaven's Kitchen,"North Indian, Chinese, Biryani, Mughlai, Rolls, Momos, Fast Food, Beverages",400,"kalkaji, new delhi",4.0,407,3.9,6881,https://www.zomato.com/ncr/heavens-kitchen-kalkaji-new-delhi,"59-60, Mini Central Market, Near Mother Dairy, Kalkaji, New Delhi",9.19211E+11,28.53058787,77.25697115,"relaxed atmosphere, good ambience, ambiance, nice place, staff, quality",not specified
Pizza Hut,"Pizza, Fast Food, Desserts",400,"ansal plaza mall, palam vihar, gurgaon",4.0,299,4.0,2026,https://www.zomato.com/ncr/pizza-hut-palam-vihar,"A-01A, Ground Floor, Ansal Plaza Mall, Palam Vihar, Delhi NCR",18002022022,28.51138841,77.04230994,"bang for the buck, cute little place, lip smacking food, good portions, good crowd, casual seating area",not specified
New Punjabi Dhaba,North Indian,350,"rohini, new delhi",4.0,384,3.8,16500,https://www.zomato.com/ncr/new-punjabi-dhaba-rohini-new-delhi,"Shop 6, Pocket 26, Sector 24, Rohini, New Delhi",9.19205E+11,28.73088861,77.08827831,"view, great service, manager, decor, ambiance, presentation",not specified
Paatra - Jaypee Greens Golf & Spa Resort,North Indian,3500,"jaypee greens golf & spa resort, surajpur, greater noida",4.0,157,0.0,0,https://www.zomato.com/ncr/paatra-jaypee-greens-golf-spa-resort-jaypee-greens-greater-noida,"Jaypee Greens Golf & Spa Resort, G Block, Jaypee Greens, Noida",9.11207E+11,28.47009216,77.51846809,"pineapple curry, vindaloo, mushroom galauti, butter garlic prawns, shahi tukda, tacos","live kitchen, beautiful cafe, peaceful place, humble staff, relaxed atmosphere, great restaurant"
1440 - 24 Hrs Cafe,"Kebab, BBQ, Middle Eastern, North Indian",1800,"park inn by radisson, lajpat nagar 4, new delhi",4.0,150,3.9,14,https://www.zomato.com/ncr/1440-24-hrs-cafe-lajpat-nagar-4-new-delhi,"1-2, Ring Road, Lajpat Nagar 4, New Delhi",9.19999E+11,28.56362035,77.23466825,"white forest cake, choco truffle cake, red velvet cake, cheesecake, chocolate","design, good wifi, contactless delivery, student crowd, elaborate menu, perfect presentation"
The Cake House,"North Indian, Bakery",300,"sector 72, noida",4.0,98,3.6,703,https://www.zomato.com/ncr/the-cake-house-sector-72-noida,"Shop 10, Lakkhu Market, Sector 117, Near Sector 72, Noida",9.19582E+11,28.57309563,77.39895221,"good wifi, elaborate menu, good music, student crowd, customizable food, young crowd",not specified
Desi Corridor,"North Indian, Chinese, Fast Food",800,"sector 53, gurgaon",4.0,165,4.1,148,https://www.zomato.com/ncr/desi-corridor-sector-53,"Plot 88-E, Saraswati Kunj, Chaudhary Raghavendra Singh Road, Sector 53, Gurgaon",9.18069E+11,28.43815571,77.1031069,"choco fudge brownie, mushroom patty, choco truffle cake, quiche, cheese cakes, blueberry cheesecake","spill proof packaging, contactless delivery, good place, nice place, presentation, great place"
Open Oven Bakehouse,"Bakery, Desserts, Fast Food, Beverages",600,"greater kailash 2 (gk2), new delhi",4.0,470,4.1,2307,https://www.zomato.com/ncr/open-oven-bakehouse-greater-kailash-gk-2-new-delhi,"E-564, Greater Kailash (GK 2), New Delhi",9.11142E+11,28.53934569,77.24005882,"good taste, great taste, good food, quality, ambience, staff",not specified
K.K. Family Restaurant,"Chinese, North Indian, Mughlai",500,"tagore garden, new delhi",4.0,299,4.0,5882,https://www.zomato.com/ncr/k-k-family-restaurant-tagore-garden-new-delhi,"WZ-55/2, Tatarpur, Tagore Garden, New Delhi",9.11125E+11,28.6454725,77.1158684,"paneer patty, chocolate truffle, pastries, cakes, white sauce pasta, snacks","sitting arrangement, best place, good place, quality, staff, ambience"
Big Bake,"Chinese, Fast Food, Bakery",600,"pitampura, new delhi",4.0,397,0.0,0,https://www.zomato.com/ncr/big-bake-pitampura-new-delhi,"8, Vaishali Enclave, Opposite Pillar 353, Main Metro Road, Pitampura, New Delhi",9.11147E+11,28.69968063,77.13730238,"continental, italian, fast food, north indian, beverages, coffee",not specified
The Oberoi Patisserie And Delicatessen,"Bakery, Desserts, Fast Food",2000,"the oberoi, udyog vihar, gurgaon",4.0,77,0.0,0,https://www.zomato.com/ncr/the-oberoi-patisserie-and-delicatessen-udyog-vihar,"443, Phase 5, Udyog Vihar, Gurgaon",9.11242E+11,28.50194205,77.08699487,"paneer sandwich, thick shakes, veg burger, cold coffee, rolls, garlic bread","no plastic cups, affordable, fancy crowd, good quality food, nice food, young crowd"
Scoops,"Pizza, Burger, Fast Food, Ice Cream, Desserts, Beverages",400,"uttam nagar, new delhi",4.0,760,4.0,17100,https://www.zomato.com/ncr/scoops-uttam-nagar-new-delhi,"E-1, Bal Udyan Road, Block E, Block C, Uttam Nagar, New Delhi",9.19872E+11,28.62045363,77.05796935,"wheat momo, steamed chicken momos, pan fried momos, soup","awesome food, good taste, great taste, great food, good food, menu"
Momo Queen,"Momos, Tibetan, Chinese",500,"vasant kunj, new delhi",4.0,371,3.9,6842,https://www.zomato.com/ncr/momo-queen-vasant-kunj-new-delhi,"Shop 3, Sector C, Pocket 2, Opposite Vasant Vatika Park, Vasant Kunj, New Delhi",9.19811E+11,28.533985,77.14666,"vada sambar, mysore masala dosa, sambhar, dosa, chowmein","pocket friendly, comfort food, prompt service, polite staff, reasonable prices, menu"
Muttu South Indian Anna,"South Indian, Chinese",300,"lajpat nagar 4, new delhi",4.0,216,0.0,0,https://www.zomato.com/ncr/muttu-south-indian-anna-lajpat-nagar-4-new-delhi,"C-4/16, Amar Colony, Main Market, Lajpat Nagar 4, New Delhi",9.19999E+11,28.5625476,77.24432319,"milk pudding, coconut shake, milkcake, molten cake, sweet lime, craft beer","good bartenders, live sports screening, live entertainment, exceptional service, superb food, fancy crowd"
Inferno Brewpub,"North Indian, Chinese, Continental, Italian",1800,"sector 29, gurgaon",4.0,305,0.0,0,https://www.zomato.com/ncr/inferno-brewpub-sector-29,"Plot 6 & 7, 3rd Floor, Sector 29, Gurgaon",9.17428E+11,28.46857871,77.0640697,"masala chaap roll, panneer butter masala, panner tikka, veg fried rice, chilli potatoes, hakka noodles","good for large groups, relaxed atmosphere, comfortable seating area, family place, family crowd, student crowd"
Invitation Restaurant,"North Indian, Fast Food, Chinese, South Indian",600,"sector 86, faridabad",4.0,317,3.8,7210,https://www.zomato.com/ncr/invitation-restaurant-sector-86-faridabad,"SCO - 26, Amsterdam Street, Omaxe World Street, Sector 79, Near Sector 86, Faridabad",9.19999E+11,28.38675601,77.35285409,"great concept, excellent food, quick service, combo, tasty, portion",not specified
