restaurant_name,category,pricing_for_2,locality,dining_rating,dining_review_count,delivery_rating,delivery_rating_count,website,address,phone_no,latitude,longitude,known_for2,known_for22
The Coco Company,"Cafe, Bakery, Desserts, Fast Food",600,"ninex city mart mall, sohna road, gurgaon",4.1,356,4.2,929,https://www.zomato.com/ncr/the-coco-company-sohna-road,"17, Ground Floor, Ninex City Mart Mall, Sohna Road, Gurgaon",9.18131E+11,28.41645275,77.04140905,"thai spring rolls, jaljeera, tiramisu, mocktail, mushrooms, chilli paneer","hookah, beautiful place, interior, vibe, main course, atmosphere"
Foreign Dhaba Express,"Mughlai, North Indian, Continental, Chinese, Thai",1500,"punjabi bagh, new delhi",4.1,499,3.6,95,https://www.zomato.com/ncr/foreign-dhaba-express-punjabi-bagh-new-delhi,"6, Shanti Store, Club Road Market, West Region, Punjabi Bagh, New Delhi",9.2E+11,28.66591046,77.12604113,"potato wedges, bacon, veg burger, chicken burger, pastas, salads","breakfast, quick delivery, portions, awesome food, excellent service, packing"
Monster's Cafe,"North Indian, Continental, Italian, Chinese, Fast Food",1200,"dlf phase 4, gurgaon",4.1,631,3.9,15800,https://www.zomato.com/ncr/monsters-cafe-dlf-phase-4,"Khasra 48/1, Plot 1, Shiva Market, Chakkarpur, DLF Phase 4, Gurgaon",9.19999E+11,28.4731131,77.08150372,"seafood, cocktail, sizzlers, honey chilli potatoes, virgin mojito, spring rolls","good server, lovely staff, nice view, live singing, polite service, happy hour"
Knight,"North Indian, Italian, Chinese, Continental, Seafood, Beverages",1600,"connaught place, new delhi",4.1,764,0.0,1,https://www.zomato.com/ncr/knight-connaught-place-new-delhi,"B-45/47, 1st Floor, Near PVR Plaza, Connaught Place, New Delhi",9.199E+11,28.63478846,77.21977059,"veggie wrap, chicken quesadilla, pesto pasta, grilled sandwich, bruschetta, wraps","good for large groups, tasty, cafe, amazing place, great taste, best place"
Fourty Four,"Sandwich, Pizza, Fast Food, Beverages",700,"sector 45, noida",4.1,330,3.9,2309,https://www.zomato.com/ncr/fourty-four-sector-45-noida,"Shop 14, VDC Market, Sector 45, Noida",9.1987E+11,28.55560579,77.34667193,"malai kofta curry, panner lababdar, mushroom masala, soya malai chaap, paneer tikka masala, tandoori chaap","cosy place, prompt delivery, great price, family place, combos, good packaging"
Jugaad Kitchen,"North Indian, Chinese, Mughlai, Kebab, Momos",1000,"sector 31, gurgaon",4.1,453,4.0,5864,https://www.zomato.com/ncr/jugaad-kitchen-sector-31,"SCO 39, 2nd Floor, Sector 31/32A, Sector 31, Gurgaon",9.18507E+11,28.45359012,77.05100935,"tandoori chai, kullad chai, chicken korma, chicken malai tikka, malai chaap, butter naan","office crowd, cute little place, lip smacking food, inexpensive, reasonable prices, polite staff"
Ustadi,Biryani,800,"sector 72, noida",4.1,235,3.6,1924,https://www.zomato.com/ncr/ustadi-sector-72-noida,"Shop 38, kitchen 12, 1st Floor, Sundar Shopping Complex, Sarfabad, Sector 73, Near Sector 72, Noida",9.11141E+11,28.57968,77.38567,"service and quality of food, excellent taste, weekend brunch, customizable food, family crowd, good music",not specified
Nawab's Biryani,"North Indian, Biryani, Mughlai",700,"sector 18, noida",4.1,306,3.8,485,https://www.zomato.com/ncr/nawabs-biryani-sector-18-noida,"C-16, Market, Gautam Budh Nagar, Sector 18, Noida",9.18287E+11,28.57101037,77.32487798,"honey chilli fries, coffee latte, belgian shake, chicken lasagna, dessert counter, chocolate truffle pastry","nice environment, lovely food, cosy place, host, light music, cozy ambiance"
Q Bistro,"Cafe, Fast Food, Chinese, Beverages",700,"janakpuri, new delhi",4.1,515,3.9,874,https://www.zomato.com/ncr/q-bistro-janakpuri-new-delhi,"C-6B, DDA Shop, Vikas Surya Plaza Complex, Janakpuri, New Delhi",9.17838E+11,28.61288784,77.09864572,"drunken chicken, butter garlic prawns, spring roll, dimsums, soup, noodles","sophisticated, worth the price, relaxed atmosphere, chinese, courteous staff, view"
Empress Of China - Eros Hotel,"Chinese, Seafood, Desserts",3300,"eros hotel, nehru place, new delhi",4.1,220,0.0,0,https://www.zomato.com/ncr/empress-of-china-eros-hotel-nehru-place-new-delhi,"Eros Hotel, American Plaza, Nehru Place, New Delhi",9.11141E+11,28.54994994,77.24941872,"courteous service, decor, good ambience, interior, courteous staff, owner",not specified
Clip Kitchen,"Chinese, Italian, Continental, Asian, North Indian, Beverages",1000,"raj nagar, ghaziabad",4.1,447,3.9,1539,https://www.zomato.com/ncr/clip-kitchen-raj-nagar-ghaziabad,"R14/38, Raj Nagar, Ghaziabad",9.2E+11,28.67660931,77.44995173,"afghani chaap, kheer, paneer butter masala, kadhai paneer, tandoori chicken, butter naan","good wifi, packing, nice food, student crowd, elaborate menu, main course"
The Second Wife Restaurant,"North Indian, Mughlai, Chinese, Fast Food",600,"hajipur, noida",4.1,314,3.8,3671,https://www.zomato.com/ncr/the-second-wife-restaurant-hajipur-noida,"Shop G-1, Ozone Apartment, Hajipur, Noida",9.17285E+11,28.540011,77.367941,"nutella dosa, sweet dosa, cheese uttapam, chocolate dosa, filtered coffee, mysore masala dosa","cute little place, great ambiance, polite staff, prompt service, portions, amazing place"
The Great Indian Dosa,South Indian,500,"delhi university-gtb nagar, new delhi",4.1,466,4.0,6766,https://www.zomato.com/ncr/the-great-indian-dosa-delhi-university-gtb-nagar-new-delhi,"2521, Hudson Lane,Third Floor,  Delhi University-GTB Nagar, New Delhi",9.11144E+11,28.6970097,77.20429122,"banarasi chaat, pani puri, raj kachori, jalebi, chole bhature, chilli garlic noodles","good street food, live performances, fabulous place, awesome ambience, beautiful place, atmosphere"
Delhi - Kingdom of Dreams,"North Indian, Street Food",500,"kingdom of dreams, sector 29, gurgaon",4.1,455,0.0,0,https://www.zomato.com/ncr/delhi-kingdom-of-dreams-sector-29,"Culture Gully, Kingdom of Dreams, Great Indian Nautanki Company, Auditorium Complex, Sector 29, Gurgaon",9.11245E+11,28.46856279,77.06780098,"good quantity, awesome food, owner, great food, cafe, good service",not specified
Momopoly By Little Skillet,"Chinese, Fast Food, North Indian, Momos",500,"sector 49, gurgaon",4.1,265,4.0,3183,https://www.zomato.com/ncr/momopoly-by-little-skillet-sector-49,"Shop 5, Sapphire Complex, Near Sohna Road, Sector 49, Gurgaon",9.19206E+11,28.41179621,77.0491251,"red velvet waffle, cheese bomb, peri fries, waffle, white sauce pasta, hot chocolate","not very crowded, cute little place, great ambiance, prompt service, great recommendations, cleanliness"
Mad Drop,"Burger, Pizza, Rolls, Sandwich, Fast Food, Desserts, Beverages",500,"sector 21, faridabad",4.1,374,3.6,3132,https://www.zomato.com/ncr/mad-drop-sector-21-faridabad,"Shop 197, Near Sector 21 C, Sector 21, Faridabad",9.19319E+11,28.4315741,77.2971265,"molten chocolate lava, classic margherita pizza, cheese garlic bread, peri peri fries, hummus, nachos","good quantity, flavour, price, ambience, staff, service"
Hudson Oven,"Cafe, Pizza",600,"delhi university-gtb nagar, new delhi",4.1,240,3.7,321,https://www.zomato.com/ncr/hudson-oven-delhi-university-gtb-nagar-new-delhi,"2524, First Floor, Hudson Lane, Delhi University - GTB Nagar, Delhi",9.11147E+11,28.69505836,77.20419064,"thick shakes, mixed sauce pasta, mojito, oreo shake, sandwiches, burgers","cute little place, inexpensive, good crowd, great recommendations, prompt service, reasonable prices"
Winkies,"Fast Food, Beverages",300,"kavi nagar, ghaziabad",4.1,284,4.3,615,https://www.zomato.com/ncr/winkies-kavi-nagar-ghaziabad,"4, D Block Market, Kavi Nagar, Ghaziabad",9.19999E+11,28.6750624,77.4417301,"chilli potato pops, mushroom chilli, egg noodles, puri sabzi, masala chaap roll, tandoori chicken wings","nice services, exceptional service, unique menu, food packing, fastest delivery, amazing restaurant"
Chandni Chowk To Galwan Valley,"North Indian, Mughlai, Chinese, Biryani, Fast Food, Desserts",500,"dlf phase 4, gurgaon",4.1,219,3.5,2739,https://www.zomato.com/ncr/chandni-chowk-to-galwan-valley-dlf-phase-4,"Khasra 48/1, Shiva Market, Chakkarpur, Near Vakil Market, DLF Phase 4, Gurgaon",9.1991E+11,28.47340782,77.08007175,"pancakes, waffles, mojito, paneer lababdar, soya chaap, spring rolls","family crowd, courteous staff, cafe, good ambience, friendly staff, nice ambience"
Maestro,"Cafe, Italian, North Indian, Chinese",900,"ashok vihar phase 1, new delhi",4.1,397,4.1,1163,https://www.zomato.com/ncr/maestro-ashok-vihar-new-delhi,"B-14, Deep Cinema Complex, Ashok Vihar Phase 1, New Delhi",9.19812E+11,28.69275524,77.17316419,"handi dal, soya tikka, tandoori chaap, lassi, malai chaap, paneer tikka","parking, seating arrangement, main course, amazing place, location, nice place"
Kamal's,"North Indian, Fast Food, Street Food, Mithai, Beverages",300,"sunder nagar, new delhi",4.1,420,0.0,4,https://www.zomato.com/ncr/kamals-sunder-nagar-new-delhi,"K-1, Sunder Nagar Market, Sunder Nagar, New Delhi",9.11124E+11,28.60249981,77.2408722,"lusty chicken burger, chicken garlic bread, keema kulcha, chicken sandwich, peri peri fries, red sauce pasta","casual seating area, elegantly decorated, great recommendations, good crowd, low price, good presentation"
Munch Nation,"North Indian, Chinese, Fast Food",500,"ashok vihar phase 3, new delhi",4.1,650,3.6,2270,https://www.zomato.com/ncr/munch-nation-1-ashok-vihar-phase-3-new-delhi,"Shop 5, DDA Market, Ashok Vihar Phase 3, New Delhi",9.19999E+11,28.693226,77.1895383,"hyderabadi chicken, briyani, tawa chicken, veg biryani, egg, paneer butter masala","elegantly decorated, lip smacking food, good portions, pocket friendly, economical, great recommendations"
Biryani By Moumita Biryani Pal,"Biryani, North Indian",500,"palam, new delhi",4.1,303,3.8,4393,https://www.zomato.com/ncr/biryani-by-moumita-biryani-pal-palam-new-delhi,"H-4/7, Kali Bari Road, Bengali Colony, Mahavir Enclave, Palam, New Delhi",9.19899E+11,28.59734691,77.07692653,"pinni, puri chole, barfi, gajar halwa, jalebi, lassi",not specified
Standard Burfee,"Mithai, Street Food",200,"karol bagh, new delhi",4.1,280,4.1,323,https://www.zomato.com/ncr/standard-burfee-karol-bagh-new-delhi,"2750/21, Ajmal Khan Road, Karol Bagh, New Delhi",9.11129E+11,28.65061189,77.19291028,"highly recommended, hygienic, weekend brunch, cute packaging, student crowd, family crowd",not specified
New Udupi Restaurant,"South Indian, Chinese",200,"nehru nagar, ghaziabad",4.1,230,3.6,227,https://www.zomato.com/ncr/new-udupi-restaurant-nehru-nagar-ghaziabad,"146, New Gandhi Nagar, Near Rotary Club, Nehru Nagar, Ghaziabad",9.1886E+11,28.657931,77.44005,"gosht roganjosh, changezi chicken, phirni, paneer makhani, mughlai food, soya chaap","food taste, packing, nice food, preparation, awesome food, amazing place"
Cafe Purani Dilli,"North Indian, Mughlai, Biryani",600,"punjabi bagh, new delhi",4.1,481,3.8,12600,https://www.zomato.com/ncr/cafe-purani-dilli-punjabi-bagh-new-delhi,"Shop 12/13, SS Colony, West Avenue Road, Punjabi Bagh, New Delhi",9.17837E+11,28.67106029,77.12463364,"sweet corn soup, chilly garlic noodles, veg noodles, chilly chicken, chicken momos, spring rolls","chinese, good value, great value, cutlery, delivery time, prompt service"
Chinese Corner,Chinese,550,"vyapar kendra, sushant lok, gurgaon",4.1,559,4.0,10200,https://www.zomato.com/ncr/chinese-corner-sushant-lok,"174, Ground Floor, Vyapar Kendra, Sushant Lok, Gurgaon",9.11244E+11,28.45998332,77.08393313,"cheeseless pizza, couscous salad, spinach corn sandwich, healthy breakfast, smoothies, steak","healthy food options, great concept, great restaurant, fresh ingredients, quick delivery, combos"
The Diet Kitchen,"Continental, Healthy Food, Salad",700,"east patel nagar, new delhi",4.1,368,4.0,11400,https://www.zomato.com/ncr/the-diet-kitchen-east-patel-nagar-new-delhi,"12/20, Shop 1, Opposite Hari Gokal, East Patel Nagar, New Delhi",9.11143E+11,28.64458805,77.17381395,"chocolate truffle, pastas, pizzas, chicken wings, cakes, dessert","great quality, friendly staff, excellent food, reasonable prices, tasty, good service"
Slice of Italy,"Pizza, Italian",500,"meharchand market, lodhi colony, new delhi",4.1,585,4.0,8783,https://www.zomato.com/ncr/slice-of-italy-lodhi-colony-new-delhi,"Shop 147, Mehar Chand Market, Lodhi Colony, New Delhi",9.1114E+11,28.58186552,77.22696494,"mutton keema naan, onion kulcha, sides, paneer lababdar, malai chaap, paneer butter masala","delicious, good packaging, quick delivery, good quantity, reasonable prices, tasty"
Caspian,"North Indian, Chinese, Biryani",500,"sector 50, noida",4.1,149,3.9,1587,https://www.zomato.com/ncr/caspian-sector-50-noida,"Central Market, Block B, Sector 50, Noida",9.11204E+11,28.57063731,77.36240309,"nutella crepe, churros, iced peach tea, waffles, dessert, sandwiches","bank for the buck, totally worth it, table service, pretty decor, student crowd, young crowd"
Dayum,"Fast Food, Desserts, Beverages",400,"delhi university-gtb nagar, new delhi",4.1,218,4.0,151,https://www.zomato.com/ncr/dayum-delhi-university-gtb-nagar-new-delhi,"2528, Ground Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",9.19582E+11,28.69452869,77.20416918,"family crowd, outdoor seating, young crowd, student crowd, customizable food, good wifi",not specified
Oh My Grill,"North Indian, Chinese",500,"shastri nagar, ghaziabad",4.1,216,4.0,446,https://www.zomato.com/ncr/oh-my-grill-shastri-nagar-ghaziabad,"J Block, Shastri Nagar, Ghaziabad",9.19991E+11,28.66611816,77.4584597,"soya malai tikka, rajma, mughlai food, malai kofta, tandoori momos, kadhai paneer","prompt delivery, quick delivery, great quality, combos, recommended place, delicious taste"
Tandoor Express,"Mughlai, North Indian, Chinese, Desserts, Beverages",600,"golf course road, gurgaon",4.1,427,4.0,10100,https://www.zomato.com/ncr/tandoor-express-golf-course-road,"Opposite HDFC Bank, Rapid Metro Pillar 174, DLF Phase 5, Golf Course Road, Gurgaon",9.18184E+11,28.440334,77.102852,"jodhpuri paratha, stuffed tangri kebab, aloo pyaz paratha, dahi ke sholey, parathas, achari chaap","bookshelf, tasty stuff, worth the price, delicious, comfortable seating, combos"
Aandaz Wakhra,"North Indian, Mughlai",600,"spice world mall, sector 25, noida",4.1,456,3.8,1194,https://www.zomato.com/ncr/aandaz-wakhra-sector-25-noida,"306, 2nd Floor, Spice World Mall, Sector 25, Noida",9.19717E+11,28.5861707,77.3409025,"fluffy cakes, design, presentation, prices, quality, experience",not specified
Cakesisland.com,"Bakery, Desserts",500,"udyog vihar, gurgaon",4.1,307,4.1,2153,https://www.zomato.com/ncr/cakesislandcom-udyog-vihar,"Opposite Plot 84, Phase 1, Udyog Vihar, Gurgaon",9.19999E+11,28.51299935,77.08023135,"cheesy garlic bread, kit kat shake, mojito, white sauce pasta, shakes, pizzas","cute little place, prompt service, reasonable prices, amazing place, seating, presentation"
Oh Yummy,"Pizza, Pasta, Fast Food, Beverages",500,"vikaspuri, new delhi",4.1,314,3.8,2735,https://www.zomato.com/ncr/oh-yummy-vikaspuri-new-delhi,"Shop P-4, J-Block, Vardhman Market, Outer Ring Road, Opposite Mother Dairy, Vikaspuri, New Delhi",9.19319E+11,28.63992863,77.08158184,"chicken shawarama, soya chaap roll, chicken lababdar, pancakes, egg curry, wraps","desi food, fantastic service, takeaway, best restaurant, good packaging, reasonable rates"
Wrapchick,"North Indian, Chinese, BBQ, Lebanese",650,"sushant shopping arcade, sushant lok, gurgaon, gurgaon",4.1,418,3.6,5883,https://www.zomato.com/ncr/wrapchick-sushant-lok,"Shop H 20, Sushant Shopping Arcade, Sushant Lok, Gurgaon",9.11244E+11,28.46073201,77.07976632,"tawa paneer, panneer butter masala, kheer, dal tadka, butter roti, kadhai paneer","economical, prompt service, delivery time, best food, polite staff, good quantity"
Mealtime,North Indian,450,"gaur city 1, greater noida",4.1,384,3.7,8688,https://www.zomato.com/ncr/mealtime-gaur-city-1-greater-noida,"Avenue 6, Main Gate, Gaur City 1, Greater Noida",9.19971E+11,28.612413,77.425124,"smokey burger, curly fries, veggie burger, french fries, drink, chicken","reasonable prices, great taste, awesome food, amazing place, nice place, ambiance"
The Big Bun,"Burger, Beverages, Fast Food",300,"rohini, new delhi",4.1,354,4.1,2538,https://www.zomato.com/ncr/the-big-bun-1-rohini-new-delhi,"35, Balaji Plaza, Sector-8, Rohini, New Delhi",9.19211E+11,28.70478586,77.12615982,"crispy paratha, kathi rolls, paneer roll, paneer lababdar, biryani, dal makhani","sitting, great recommendations, nice ambience, decor, perfect place, main course"
Kathi Junction,"Rolls, Beverages",300,"sector 62, noida",4.1,303,3.8,2661,https://www.zomato.com/ncr/kathi-junction-sector-62-noida,"Shop 9, Lower Ground Floor, Galaxy Business Park, Sector 62, Noida",9.19555E+11,28.62452767,77.37044804,"soya masala, daal tadka, risotto, chicken biriyani, cheese pizza, pastas","interesting decor, good packing, great hospitality, awesome service, amazing ambience, quick service"
Ruchikaaram,"South Indian, North Indian",500,"dlf phase 3, gurgaon",4.1,334,4.0,8696,https://www.zomato.com/ncr/ruchikaaram-dlf-phase-3,"Ground Floor, Retail Space, Rapid Metro Station, DLF Phase 3, Gurgaon",9.1801E+11,28.49418623,77.09397096,"sweet corn pizza, stuffed garlic bread, white sauce pasta, pizzas, corn, pasta","cute little place, nice crowd, low price, reasonable prices, polite staff, amazing taste"
Pizza Xpress,"Pizza, Fast Food",500,"uttam nagar, new delhi",4.1,348,4.2,524,https://www.zomato.com/ncr/pizza-xpress-uttam-nagar-new-delhi,"E 3, Near Pali Factory, East Uttam Nagar, Uttam Nagar, New Delhi",9.19651E+11,28.61960542,77.06636902,"spicy chicken roll, chicken tikka sandwich, red pasta, cheese burger, kit kat shake, wraps","cute ambience, unlimited refills, proper packaging, economical, great packaging, amazing restaurant"
2 Dollar Cafe,"Chinese, North Indian, Salad, Sandwich, Burger, Rolls, Beverages",400,"gaur city 2, greater noida",4.1,236,3.6,2606,https://www.zomato.com/ncr/2-dollar-cafe-gaur-city-2-greater-noida,"Shop 7, 1st Floor, Bhavishya Tower, Gaur City 2, Greater Noida",9.19999E+11,28.61828807,77.42703963,"exotic fruit salad, healthy breakfast, juices, smoothies, salads, drink","games, amazing ambience, vibe, nice ambience, concept, perfect place"
P:YO - The Micro Juicery,"Beverages, Juices, Healthy Food",400,"sector 54, gurgaon",4.1,134,4.4,215,https://www.zomato.com/ncr/pyo-the-micro-juicery-sector-54,"Shop 2, Ground Floor, Vipul Plaza, Sector 54, Gurgaon",9.11245E+11,28.43469979,77.10605063,"variety of pizza, customizable dishes, family crowd, good wifi, good music, student crowd",not specified
Vintage Kitchen,"Continental, Beverages, Italian, Desserts",850,"dlf phase 1, gurgaon",4.1,135,4.1,316,https://www.zomato.com/ncr/vintage-kitchen-dlf-phase-1,"DLF Phase 1, Gurgaon",9.19991E+11,28.470613,77.0944,"mutton choppan kebab, sheer yakh, qabuli uzbeki, kabuli pulao, green tea, phirni","casual seating area, great ambiance, low price, great recommendations, prompt service, preparation"
Afghan Darbar Restaurant,"Afghan, Kebab, Beverages",600,"lajpat nagar 2, new delhi",4.1,455,4.3,3295,https://www.zomato.com/ncr/afghan-darbar-restaurant-lajpat-nagar-2-new-delhi,"E-96, Lajpat Nagar 2, New Delhi",9.1115E+11,28.57049597,77.24236418,"shaami kebab, haleem, changezi chicken, murgh malai tikka, paneer makhani, mughlai food","economical, authenticity, good crowd, delicious taste, great recommendations, favorite place"
Alrumi Food Company,"North Indian, Mughlai, Rolls",600,"dlf phase 4, gurgaon",4.1,237,3.8,2479,https://www.zomato.com/ncr/alrumi-food-company-dlf-phase-4,"5442, Lotus Lane, DLF Phase 4, Gurgaon",9.19667E+11,28.46215921,77.08168108,"mutton kalimirch, matka murgh, matka chicken, mutton handi, panneer butter masala, garlic naan","economical, great recommendations, combos, perfect presentation, best quality, proper packaging"
M2 Meat Murga,"North Indian, Mughlai, Chinese",600,"sector 71, noida",4.1,231,3.7,1961,https://www.zomato.com/ncr/m2-meat-murga-sector-71-noida,"BH-93, Sector 71, Noida",9.188E+11,28.597525,77.385979,"arrabbiata pasta, stuffed chicken breast, stroganoff, peri fries, salads, soup","comfortable seating, amazing service, awesome place, best food, friendly staff, excellent service"
Gut Gullie,"Fast Food, Healthy Food, Mexican",400,"pvr city centre mall, mg road, gurgaon",4.1,182,3.4,146,https://www.zomato.com/ncr/gut-gullie-mg-road,"2nd Floor, PVR City Center Mall, MG Road, Gurgaon",9.18559E+11,28.47944116,77.08088547,not specified,not specified
